REF_AREA,Reference area,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,Frequency of observation
CL10,Los Lagos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,32.969028,Annual
CL11,Aysén,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,44.366955,Annual
CL12,Magallanes and Chilean Antarctica,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,8.4472876,Annual
CL13,Santiago Metropolitan Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,32.87513,Annual
CL14,Los Ríos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,35.547554,Annual
CL15,Arica y Parinacota,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.884609,Annual
CL16,Ñuble,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,26.765106,Annual
CO05,Antioquia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,25.846045,Annual
CO08,Atlántico,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.45645,Annual
CO11,Bogotá Capital District,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.535181,Annual
CO13,Bolívar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.603094,Annual
CO15,Boyacá,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.707438,Annual
CO17,Caldas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,24.409286,Annual
CO18,Caquetá,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.443453,Annual
CO19,Cauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.521636,Annual
CO20,Cesar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.012457,Annual
CO23,Córdoba,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.546906,Annual
CO25,Cundinamarca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.664858,Annual
CO27,Chocó,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.148895,Annual
CO41,Huila,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.792927,Annual
CO44,La Guajira,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.279844,Annual
CO47,Magdalena,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.160358,Annual
CO50,Meta,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.988968,Annual
CO52,Nariño,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,13.685656,Annual
CO54,Norte de Santander,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,24.235968,Annual
CO63,Quindío,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.716257,Annual
CO66,Risaralda,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.927677,Annual
CO68,Santander,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,23.6957,Annual
CO70,Sucre,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.077562,Annual
CO73,Tolima,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.169065,Annual
CO76,Valle del Cauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.920507,Annual
CO81,Arauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.710354,Annual
CO85,Casanare,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.163733,Annual
CO86,Putumayo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,15.930523,Annual
CO88,San Andrés,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.655853,Annual
CO91,Amazonas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.307899,Annual
CO94,Guainía,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.230381,Annual
CO95,Guaviare,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.302542,Annual
CO97,Vaupés,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.0618,Annual
CO99,Vichada,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.790144,Annual
CR01,Central,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.410639,Annual
CR02,Chorotega,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.974104,Annual
CR03,Central Pacific,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.013315,Annual
CR04,Brunca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.862411,Annual
CR05,Huetar Caribbean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.48296,Annual
CR06,North Huetar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.363058,Annual
CZ01,Prague,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.269285,Annual
CZ02,Central Bohemian Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.701622,Annual
CZ03,Southwest,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.947586,Annual
CZ04,Northwest,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.736628,Annual
CZ05,Northeast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.508636,Annual
CZ06,Southeast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.363951,Annual
CZ07,Central Moravia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,23.787298,Annual
CZ08,Moravia-Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,30.467098,Annual
DE1,Baden-Württemberg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.401175,Annual
DE2,Bavaria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.844889,Annual
DE3,Berlin,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.47266,Annual
DE4,Brandenburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.680029,Annual
DE5,Bremen,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.775473,Annual
DE6,Hamburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.113125,Annual
DE7,Hesse,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.205154,Annual
DE8,Mecklenburg-Vorpommern,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.574882,Annual
DE9,Lower Saxony,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.019341,Annual
DEA,North Rhine-Westphalia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.583084,Annual
DEB,Rhineland-Palatinate,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.441934,Annual
DEC,Saarland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.752148,Annual
DED,Saxony,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.782665,Annual
DEE,Saxony-Anhalt,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.837721,Annual
DEF,Schleswig-Holstein,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,15.010235,Annual
DEG,Thuringia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.088116,Annual
DK01,Capital region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.961069,Annual
DK02,Zealand,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.605532,Annual
DK03,Southern Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.208505,Annual
DK04,Central Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.996165,Annual
DK05,Northern Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,11.375671,Annual
EE00,Estonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,10.990921,Annual
EL30,Attica,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,24.194273,Annual
EL41,North Aegean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.314148,Annual
EL42,South Aegean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.52766,Annual
EL43,Crete,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,23.14617,Annual
EL51,"Eastern Macedonia, Thrace",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.930311,Annual
EL52,Central Macedonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,23.020357,Annual
EL53,Western Macedonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,27.303711,Annual
EL54,Epirus,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.386326,Annual
EL61,Thessaly,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,22.45727,Annual
EL62,Ionian Islands,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.268515,Annual
EL63,Western Greece,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,20.392548,Annual
EL64,Central Greece,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.537582,Annual
EL65,Peloponnese,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,19.683743,Annual
ES11,Galicia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,13.143287,Annual
ES12,Asturias,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,16.555702,Annual
ES13,Cantabria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.607947,Annual
ES21,Basque Country,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.882736,Annual
ES22,Navarra,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,12.264274,Annual
ES23,La Rioja,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,13.171408,Annual
ES24,Aragon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,13.984184,Annual
ES30,Madrid,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.457869,Annual
ES41,Castile and León,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,13.117632,Annual
ES42,Castile-La Mancha,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.611883,Annual
ES43,Extremadura,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,10.610658,Annual
ES51,Catalonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,18.110308,Annual
ES52,Valencian Community,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,14.503184,Annual
ES53,Balearic Islands,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,10.518485,Annual
ES61,Andalusia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.519014,Annual
ES62,Murcia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,17.40694,Annual
ES63,Ceuta,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.286497,Annual
ES64,Melilla,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,21.176283,Annual
ES70,Canary Islands,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,9.8444614,Annual
FI19,Western Finland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,7.1252036,Annual
FI1B,Helsinki-Uusimaa,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,8.6090584,Annual
FI1C,Southern Finland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,7.7219777,Annual
FI1D,Northern and Eastern Finland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,6.4000478,Annual
FI20,Åland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2001,6.3766384,Annual
